22:04:22.656458,4486
22:04:23.150739,4485
22:04:23.646377,4483
22:04:24.141000,4483
22:04:24.635838,4485
22:04:25.131433,4484
22:04:25.626206,4484
22:04:26.167135,4485
22:04:26.631343,4486
22:04:27.125763,4485
22:04:27.651241,4485
22:04:28.146324,4483
22:04:28.640965,4487
22:04:29.135931,4485
22:04:29.634519,4485
22:04:30.126199,4484
22:04:30.636097,4488
22:04:31.131917,4487
22:04:31.625660,4487
22:04:32.151232,4486
22:04:32.646232,4488
22:04:33.140805,4485
22:04:33.636815,4485
22:04:34.132017,4485
22:04:34.627003,4487
22:04:35.166253,4486
22:04:35.632557,4485
22:04:36.126962,4485
22:04:36.652113,4485
22:04:37.145652,4485
22:04:37.641993,4485
22:04:38.136032,4485
22:04:38.631501,4487
22:04:39.126299,4486
22:04:39.636813,4486
22:04:40.162523,4486
22:04:40.657216,4485
22:04:41.152397,4487
22:04:41.647124,4487
22:04:42.246111,4485
22:04:42.742319,4487
22:04:43.235278,4486
22:04:43.731421,4486
22:04:44.229138,4487
22:04:44.722909,4486
22:04:45.219140,4487
22:04:45.711415,4487
22:04:46.251678,4488
22:04:46.746685,4489
22:04:47.138467,4486
22:04:47.632628,4486
22:04:48.128097,4489
22:04:48.621843,4487
22:04:49.132314,4485
22:04:49.627559,4487
22:04:50.122647,4485
22:04:50.648242,4487
22:04:51.143709,4486
22:04:51.637646,4486
22:04:52.132516,4487
22:04:52.627289,4488
22:04:53.123251,4486
22:04:53.631841,4486
22:04:54.127507,4486
22:04:54.623249,4489
22:04:55.149275,4485
22:04:55.644763,4488
22:04:56.139807,4489
22:04:56.633729,4486
22:04:57.127823,4486
22:04:57.670806,4486
22:04:58.131613,4487
22:04:58.627651,4487
22:04:59.122272,4488
22:04:59.617538,4487
22:05:00.143416,4489
22:05:00.639465,4488
22:05:01.134416,4486
22:05:01.628732,4488
22:05:02.124315,4488
18:31:42.962951,59446
18:31:43.472384,59446
18:31:43.982768,59446
18:31:49.425860,59446
18:31:49.608577,59446
18:31:50.101520,59447
18:31:55.590913,59447
18:31:55.815619,59446
18:31:56.371357,59445
18:31:56.896455,58873
18:31:57.304313,4210
18:31:57.887488,9103
18:32:32.974734,7413
18:32:33.470018,9474
18:32:38.943334,10829
18:32:44.103885,16402
18:32:44.388688,32758
18:32:49.774572,33392
18:32:49.999086,20768
18:32:50.494064,59432
18:32:50.988613,59430
18:32:51.482742,59431
18:32:56.928445,59381
18:32:57.154276,59432
18:33:02.598969,59432
18:33:02.823672,59440
18:33:03.407855,59440
18:33:08.808909,59441
18:33:09.125058,59440
18:33:09.664153,59442
18:33:14.989899,59440
18:33:15.169492,59441
18:33:15.681649,59440
18:33:21.153551,59442
18:33:26.347057,59440
18:33:31.521355,59443
18:33:31.704088,59442
18:33:37.177798,59442
18:33:37.402786,59442
18:33:38.017198,59443
18:33:38.513045,59443
18:33:39.006679,59443
18:33:39.412996,59442
18:33:39.996705,59443
18:33:45.351967,59443
18:33:50.527076,59442
18:33:50.841903,59441
18:33:56.244086,59440
18:33:56.467914,59439
18:33:56.962824,59440
18:33:57.516506,59440
18:33:57.968850,59440
18:34:03.412626,59439
18:34:03.638063,59438
18:34:09.069160,59439
18:34:09.246858,3576
18:34:09.741012,59404
18:34:10.238662,59400
18:34:10.733535,59403
18:34:11.243345,59399
